Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
A999,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1000,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1001,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PENTECOSTAL (4
A1002,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A1003,WHITE,Non Aboriginal,MALE,76,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1004,NORTH AMERICAN,Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1005,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1006,WHITE,Non Aboriginal,MALE,78,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1007,WHITE,Non Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1008,WHITE,Non Aboriginal,MALE,66,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1009,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,OTHER
A1010,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,NONE
A1011,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1012,WHITE,Non Aboriginal,MALE,56,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A1013,WHITE,Non Aboriginal,MALE,73,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1014,WHITE,Non Aboriginal,MALE,68,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,HOMIC & RELATED,OTHER
A1015,WHITE,Non Aboriginal,MALE,56,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ARSON,PROT NON-SPEC
A1016,WHITE,Non Aboriginal,MALE,57,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1017,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1018,METIS,Aboriginal,MALE,55,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,NATIVE SPIRITUA
A1019,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1020,WHITE,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
A1021,WHITE,Non Aboriginal,MALE,58,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,HOMIC & RELATED,JUDAISM
A1022,NORTH AMERICAN,Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1023,NORTH AMERICAN,Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1024,NORTH AMERICAN,Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1025,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
A1026,NORTH AMERICAN,Aboriginal,MALE,55,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,OTHER
A1027,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1028,WHITE,Non Aboriginal,MALE,51,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
A1029,NORTH AMERICAN,Aboriginal,MALE,66,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1030,WHITE,Non Aboriginal,MALE,44,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
A1031,WHITE,Non Aboriginal,MALE,51,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1032,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1033,WHITE,Non Aboriginal,MALE,63,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A1034,WHITE,Non Aboriginal,MALE,54,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1035,WHITE,Non Aboriginal,MALE,58,Community,SR,FEDERAL,DETERMINATE,12210,,MANITOBA,COMMUNITY CORRE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,ROBBERY,PROT NON-SPEC
A1036,WHITE,Non Aboriginal,MALE,87,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,NOT STATED
A1037,WHITE,Non Aboriginal,MALE,54,Community,DP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,OTHER
A1038,WHITE,Non Aboriginal,MALE,49,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,HIGH,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A1039,METIS,Aboriginal,MALE,80,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1040,NORTH AMERICAN,Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1041,WHITE,Non Aboriginal,MALE,66,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE SUB-OFFI,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1042,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1043,WHITE,Non Aboriginal,MALE,73,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1044,NORTH AMERICAN,Aboriginal,MALE,67,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1045,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1046,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1047,NORTH AMERICAN,Aboriginal,MALE,49,Community,DP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1048,WHITE,Non Aboriginal,MALE,54,Community,DP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,
A1049,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1050,NORTH AMERICAN,Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1051,WHITE,Non Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,NONE
A1052,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1053,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1054,WHITE,Non Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1055,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1056,ARAB,Non Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1057,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1058,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1059,BLACK,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CHRISTIAN & MIS
A1060,WHITE,Non Aboriginal,MALE,66,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,COMMUNITY CORRE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1061,WHITE,Non Aboriginal,MALE,56,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1062,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,PROT NON-SPEC
A1063,NORTH AMERICAN,Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
A1064,WHITE,Non Aboriginal,MALE,59,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1065,WHITE,Non Aboriginal,MALE,48,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,
A1066,WHITE,Non Aboriginal,MALE,81,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1067,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1068,WHITE,Non Aboriginal,MALE,75,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1069,WHITE,Non Aboriginal,MALE,64,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1070,WHITE,Non Aboriginal,MALE,70,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1071,WHITE,Non Aboriginal,MALE,68,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1072,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,CATH NON-SPEC
A1073,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1074,WHITE,Non Aboriginal,MALE,85,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A1075,WHITE,Non Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,NFLD AND LAB,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1076,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,NFLD AND LAB,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1077,WHITE,Non Aboriginal,FEMALE,81,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1078,WHITE,Non Aboriginal,MALE,55,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A1079,WHITE,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,11408,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,CATH NON-SPEC
A1080,WHITE,Non Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1081,WHITE,Non Aboriginal,MALE,40,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A1082,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1083,NORTH AMERICAN,Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1084,WHITE,Non Aboriginal,MALE,39,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,OTHER
A1085,WHITE,Non Aboriginal,MALE,65,Community,SR,FEDERAL,DETERMINATE,8523,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,PROT NON-SPEC
A1086,WHITE,Non Aboriginal,MALE,51,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,COMMUNITY CORRE,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1087,WHITE,Non Aboriginal,MALE,42,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1088,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1089,WHITE,Non Aboriginal,MALE,62,Community,DP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1090,WHITE,Non Aboriginal,MALE,40,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,BAPTIST
A1091,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,INDETERMINATE,0,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1092,WHITE,Non Aboriginal,MALE,61,Community,FP,FEDERAL,DETERMINATE,6635,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
A1093,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1094,NORTH AMERICAN,Aboriginal,FEMALE,67,Community,FP,FEDERAL,INDETERMINATE,0,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,ANGLICAN(EPIS.
A1095,WHITE,Non Aboriginal,MALE,40,Community,SR,FEDERAL,DETERMINATE,6713,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,KIDNAPPING,BUDDHIST
A1096,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
A1097,WHITE,Non Aboriginal,FEMALE,38,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,ANGLICAN(EPIS.
A1098,WHITE,Non Aboriginal,MALE,57,Community,SR,FEDERAL,DETERMINATE,6391,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATHOLIC - ROMA
A1099,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,PRESBYTERIAN
A1100,NORTH AMERICAN,Aboriginal,MALE,43,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1101,NORTH AMERICAN,Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,7854,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,ATTEMPT. MURDER,NATIVE SPIRITUA
A1102,WHITE,Non Aboriginal,MALE,42,Community,DP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,OTHER
A1103,WHITE,Non Aboriginal,MALE,37,Community,FP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,BAPTIST
A1104,WHITE,Non Aboriginal,MALE,57,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1105,WHITE,Non Aboriginal,MALE,65,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1106,WHITE,Non Aboriginal,MALE,46,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1107,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1108,ARAB/WEST ASIAN,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,MUSLIM
A1109,WHITE,Non Aboriginal,MALE,46,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A1110,WHITE,Non Aboriginal,FEMALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1111,BLACK,Non Aboriginal,MALE,36,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,RASTAFARIAN
A1112,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1113,WHITE,Non Aboriginal,MALE,43,Community,SR,FEDERAL,DETERMINATE,7654,,QUEBEC,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,BUDDHIST
A1114,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,HIGH,MEDIUM,HIGH,HOMIC & RELATED,MUSLIM
A1115,WHITE,Non Aboriginal,MALE,45,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1116,BLACK,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A1117,WHITE,Non Aboriginal,MALE,42,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,MUSLIM
