Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
B4148,WHITE,Non Aboriginal,MALE,58,Community,DP,FEDERAL,INDETERMINATE,0,,SASKATCHEWAN,COMMUNITY CORRE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4149,WHITE,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,3287,,SASKATCHEWAN,COMMUNITY CORRE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
B4150,WHITE,Non Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,1076,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,
B4151,WHITE,Non Aboriginal,MALE,32,Community,FP,FEDERAL,DETERMINATE,1461,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,
B4152,METIS,Aboriginal,MALE,50,Community,DP,FEDERAL,DETERMINATE,911,,ALBERTA,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,OTHER CRIM.CODE,CATHOLIC - ROMA
B4153,WHITE,Non Aboriginal,MALE,80,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
B4154,WHITE,Non Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,1031,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,ARSON,CATH NON-SPEC
B4155,WHITE,Non Aboriginal,MALE,75,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4156,BLACK,Non Aboriginal,MALE,38,Community,FP,FEDERAL,DETERMINATE,1826,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4157,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4158,WHITE,Non Aboriginal,MALE,63,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4159,BLACK,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,MUSLIM
B4160,WHITE,Non Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,,LOW,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
B4161,WHITE,Non Aboriginal,FEMALE,33,Community,FP,FEDERAL,DETERMINATE,812,,NFLD AND LAB,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,OTHER
B4162,WHITE,Non Aboriginal,MALE,25,Community,FP,FEDERAL,DETERMINATE,730,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,BREAK AND ENTER,NONE
B4163,METIS,Aboriginal,MALE,39,Community,LTSO,FEDERAL,DETERMINATE,1553,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MORALS-SEXUAL,NATIVE SPIRITUA
B4164,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,NONE
B4165,NORTH AMERICAN,Aboriginal,MALE,48,Community,SR,FEDERAL,DETERMINATE,4840,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,HIGH,MAJOR ASSAULT,NONE
B4166,BLACK,Non Aboriginal,MALE,32,Community,SR,FEDERAL,DETERMINATE,3044,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,MUSLIM
B4167,BLACK,Non Aboriginal,MALE,31,Community,DP,FEDERAL,DETERMINATE,2496,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ATTEMPT. MURDER,NONE
B4168,METIS,Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4169,WHITE,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,986,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,ROBBERY,GREEK ORTHODOX
B4170,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1826,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
B4171,WHITE,Non Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,1065,,BRITISH COLUMBI,PAROLE OFFICE,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,THEFT,CHRI NON SPEC
B4172,WHITE,Non Aboriginal,MALE,36,Community,FP,PROVINCIAL,DETERMINATE,396,,BRITISH COLUMBI,PAROLE OFFICE,,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,
B4173,WHITE,Non Aboriginal,MALE,44,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B4174,WHITE,Non Aboriginal,MALE,51,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4175,S. E. ASIAN,Non Aboriginal,MALE,36,Community,FP,FEDERAL,DETERMINATE,1280,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4176,NORTH AMERICAN,Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,1066,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,
B4177,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,DETERMINATE,2192,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,METHODIST CHRIS
B4178,WHITE,Non Aboriginal,MALE,82,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4179,WHITE,Non Aboriginal,MALE,54,Community,FP,FEDERAL,DETERMINATE,1277,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
B4180,BLACK,Non Aboriginal,MALE,27,Community,DP,FEDERAL,DETERMINATE,1614,,QUEBEC,COMMUNITY CORRE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,MUSLIM
B4181,WHITE,Non Aboriginal,MALE,45,Community,LTSO,FEDERAL,DETERMINATE,178,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,CATH NON-SPEC
B4182,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4183,WHITE,Non Aboriginal,MALE,81,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B4184,METIS,Aboriginal,MALE,32,Community,FP,FEDERAL,DETERMINATE,1005,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B4185,WHITE,Non Aboriginal,MALE,48,Community,SR,FEDERAL,DETERMINATE,1065,,NFLD AND LAB,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,HIGH,HIGH,MORALS-SEXUAL,MUSLIM
B4186,WHITE,Non Aboriginal,MALE,39,Community,FP,FEDERAL,DETERMINATE,4383,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,ROBBERY,NONE
B4187,WHITE,Non Aboriginal,MALE,60,Community,SR,FEDERAL,DETERMINATE,739,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,FRAUD,CATHOLIC - ROMA
B4188,WHITE,Non Aboriginal,MALE,30,Community,DP,FEDERAL,DETERMINATE,2191,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4189,WHITE,Non Aboriginal,MALE,75,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,LOW,HOMIC & RELATED,NONE
B4190,WHITE,Non Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,993,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
B4191,WHITE,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,1642,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,ANGLICAN(EPIS.
B4192,NORTH AMERICAN,Aboriginal,MALE,23,Community,SR,FEDERAL,DETERMINATE,1066,,ONTARIO,PAROLE OFFICE,MAXIMUM,HIGH,MEDIUM,LOW,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
B4193,WHITE,Non Aboriginal,MALE,47,Community,DP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,MORALS-SEXUAL,ANGLICAN(EPIS.
B4194,WHITE,Non Aboriginal,MALE,25,Community,SR,FEDERAL,DETERMINATE,1096,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CHRI NON SPEC
B4195,NORTH AMERICAN,Aboriginal,MALE,47,Community,SR,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4196,WHITE,Non Aboriginal,FEMALE,44,Community,SR,FEDERAL,DETERMINATE,791,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,THEFT,CATHOLIC - NATI
B4197,WHITE,Non Aboriginal,MALE,59,Community,SR,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B4198,WHITE,Non Aboriginal,MALE,43,Community,SR,FEDERAL,DETERMINATE,1706,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
B4199,NORTH AMERICAN,Aboriginal,MALE,41,Community,LTSO,FEDERAL,DETERMINATE,730,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
B4200,WHITE,Non Aboriginal,MALE,21,Community,SR,FEDERAL,DETERMINATE,1253,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,SEVENTH DAY ADV
B4201,METIS,Aboriginal,MALE,32,Community,SR,FEDERAL,DETERMINATE,1278,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,IMPAIR. DRIVING,NONE
B4202,BLACK,Non Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,1918,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,HIGH,HIGH,MAJOR ASSAULT,MUSLIM
B4203,NORTH AMERICAN,Aboriginal,MALE,30,Community,FP,FEDERAL,DETERMINATE,730,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,IMPAIR. DRIVING,NATIVE SPIRITUA
B4204,NORTH AMERICAN,Aboriginal,MALE,21,Community,SR,FEDERAL,DETERMINATE,1370,,SASKATCHEWAN,PAROLE OFFICE,,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
B4205,ARAB/WEST ASIAN,Non Aboriginal,MALE,23,Community,SR,FEDERAL,DETERMINATE,1461,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,MUSLIM
B4206,NORTH AMERICAN,Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,2495,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
B4207,NORTH AMERICAN,Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,1871,,ALBERTA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,NOT STATED
B4208,WHITE,Non Aboriginal,MALE,35,Community,SR,FEDERAL,DETERMINATE,3165,,QUEBEC,PAROLE OFFICE,MAXIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,BUDDHIST
B4209,WHITE,Non Aboriginal,MALE,52,Community,LTSO,FEDERAL,DETERMINATE,2373,,QUEBEC,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
B4210,WHITE,Non Aboriginal,MALE,23,Community,LTSO,FEDERAL,DETERMINATE,731,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
B4211,WHITE,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,1826,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,CRIM CODE TRAFF,CATHOLIC - ROMA
B4212,BLACK,Non Aboriginal,MALE,45,Community,SR,FEDERAL,DETERMINATE,2922,,QUEBEC,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,MUSLIM
B4213,WHITE,Non Aboriginal,MALE,25,Community,SR,FEDERAL,DETERMINATE,1461,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,HIGH,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B4214,WHITE,Non Aboriginal,MALE,77,Community,FP,FEDERAL,DETERMINATE,1400,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
B4215,WHITE,Non Aboriginal,MALE,32,Community,SR,FEDERAL,DETERMINATE,925,,QUEBEC,PAROLE OFFICE,MAXIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
B4216,WHITE,Non Aboriginal,MALE,44,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4217,WHITE,Non Aboriginal,MALE,67,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4218,WHITE,Non Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,1116,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ABUSE,CATH NON-SPEC
B4219,WHITE,Non Aboriginal,MALE,37,Community,DP,FEDERAL,DETERMINATE,2010,,NEW BRUNSWICK,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,ROBBERY,CATH NON-SPEC
B4220,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
B4221,WHITE,Non Aboriginal,MALE,43,Community,FP,FEDERAL,DETERMINATE,1096,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,CRIM CODE TRAFF,NONE
B4222,S. E. ASIAN,Non Aboriginal,MALE,30,Community,DP,FEDERAL,DETERMINATE,2024,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,BUDDHIST
B4223,BLACK,Non Aboriginal,MALE,42,Community,LTSO,FEDERAL,DETERMINATE,1,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,CHRISTIAN & MIS
B4224,WHITE,Non Aboriginal,MALE,39,Community,FP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,CATHOLIC - ROMA
B4225,WHITE,Non Aboriginal,MALE,83,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
B4226,BLACK,Non Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,2795,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,ROBBERY,RASTAFARIAN
B4227,WHITE,Non Aboriginal,MALE,57,Community,SR,FEDERAL,DETERMINATE,1703,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4228,BLACK,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,4018,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,NATIVE SPIRITUA
B4229,WHITE,Non Aboriginal,MALE,57,Community,SR,FEDERAL,DETERMINATE,1826,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,SEXUAL ABUSE,NONE
B4230,ASI-E/SOUTHEAST,Non Aboriginal,MALE,34,Community,DP,FEDERAL,DETERMINATE,731,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,FRAUD,NONE
B4231,NORTH AMERICAN,Aboriginal,MALE,28,Community,FP,FEDERAL,DETERMINATE,1095,,ALBERTA,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ASSAULT,NATIVE SPIRITUA
B4232,WHITE,Non Aboriginal,MALE,47,Community,DP,FEDERAL,DETERMINATE,822,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,SEXUAL ABUSE,
B4233,NORTH AMERICAN,Aboriginal,MALE,36,Community,SR,FEDERAL,DETERMINATE,1216,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,NATIVE SPIRITUA
B4234,METIS,Aboriginal,MALE,40,Community,DP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
B4235,WHITE,Non Aboriginal,FEMALE,28,Community,FP,FEDERAL,DETERMINATE,2010,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B4236,WHITE,Non Aboriginal,MALE,23,Community,SR,FEDERAL,DETERMINATE,1172,,ALBERTA,PAROLE OFFICE,MAXIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
B4237,WHITE,Non Aboriginal,MALE,45,Community,SR,FEDERAL,DETERMINATE,3287,,ALBERTA,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,ROBBERY,CATHOLIC - ROMA
B4238,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
B4239,WHITE,Non Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,853,,ALBERTA,PAROLE OFFICE,MAXIMUM,HIGH,HIGH,LOW,LOW,CRIM CODE TRAFF,CATHOLIC - ROMA
B4240,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,BUDDHIST
B4241,WHITE,Non Aboriginal,MALE,37,Community,FP,FEDERAL,DETERMINATE,853,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4242,EURO.-EASTERN,Non Aboriginal,MALE,41,Community,FP,FEDERAL,DETERMINATE,2239,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
B4243,METIS,Aboriginal,FEMALE,53,Community,FP,PROVINCIAL,DETERMINATE,516,,ALBERTA,PAROLE OFFICE,,LOW,LOW,MEDIUM,HIGH,FRAUD,
B4244,WHITE,Non Aboriginal,MALE,31,Community,SR,FEDERAL,DETERMINATE,4454,,QUEBEC,COMMUNITY CORRE,MAXIMUM,HIGH,HIGH,MEDIUM,HIGH,ROBBERY,CATH NON-SPEC
B4245,METIS,Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,867,,MANITOBA,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
B4246,WHITE,Non Aboriginal,MALE,68,Community,FP,FEDERAL,DETERMINATE,821,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B4247,WHITE,Non Aboriginal,MALE,52,Community,DP,FEDERAL,DETERMINATE,1065,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4248,S. E. ASIAN,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,LOW,TRAF/IMP. DRUGS,BUDDHIST
B4249,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,DETERMINATE,12783,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,CATH NON-SPEC
B4250,WHITE,Non Aboriginal,MALE,34,Community,DP,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B4251,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4252,WHITE,Non Aboriginal,MALE,54,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,COMMUNITY CORRE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4253,METIS,Aboriginal,FEMALE,31,Community,DP,FEDERAL,DETERMINATE,1402,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B4254,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,DETERMINATE,1367,,NFLD AND LAB,PAROLE OFFICE,,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,
B4255,BLACK,Non Aboriginal,MALE,25,Community,FP,FEDERAL,DETERMINATE,731,,NOVA SCOTIA,PAROLE OFFICE,MEDIUM,HIGH,LOW,MEDIUM,LOW,TRAF/IMP. DRUGS,NOT STATED
B4256,WHITE,Non Aboriginal,MALE,83,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B4257,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
B4258,BLACK,Non Aboriginal,MALE,51,Community,DP,FEDERAL,DETERMINATE,2192,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
B4259,WHITE,Non Aboriginal,MALE,25,Community,FP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,CHRI NON SPEC
B4260,S. E. ASIAN,Non Aboriginal,MALE,29,Community,SR,FEDERAL,DETERMINATE,1747,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,KIDNAPPING,CATHOLIC - ROMA
B4261,BLACK,Non Aboriginal,MALE,22,Community,SR,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NONE
B4262,BLACK,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1740,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,WEAPON & EXPLOS,NONE
B4263,WHITE,Non Aboriginal,MALE,24,Community,SR,FEDERAL,DETERMINATE,1826,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MAJOR ASSAULT,MUSLIM
B4264,NORTH AMERICAN,Aboriginal,MALE,39,Community,SR,FEDERAL,DETERMINATE,1825,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,NONE
